GEOID,NAME,male,medage,pop,black,asian,pacific,latino,commute_hr1,commute_hr2,medrent,medincome
88045,ZCTA5 88045,1623,40.8,3450,18,0,0,2347,67,74,473,35729
88049,ZCTA5 88049,192,63.5,357,0,9,0,66,0,0,NA,27277
88056,ZCTA5 88056,125,62.8,197,0,0,0,10,16,0,NA,30455
88121,ZCTA5 88121,44,51.3,95,0,0,0,2,2,0,471,31750
88125,ZCTA5 88125,39,49.2,75,0,0,0,36,2,0,NA,NA
88136,ZCTA5 88136,20,67.9,27,0,0,0,0,0,0,NA,108214
88230,ZCTA5 88230,2440,35.3,4880,3,9,0,3358,46,6,771,38850
88252,ZCTA5 88252,1052,35.5,2115,0,0,0,1302,64,18,698,56337
88348,ZCTA5 88348,141,66,348,0,0,0,157,11,0,NA,NA
88350,ZCTA5 88350,173,68.7,301,0,0,0,49,0,0,NA,NA
88260,ZCTA5 88260,7693,31.6,15142,229,0,0,10272,321,399,801,53444
88345,ZCTA5 88345,3993,52.7,8418,84,89,0,2408,71,102,699,44623
88417,ZCTA5 88417,0,NA,0,0,0,0,0,0,0,NA,NA
88055,ZCTA5 88055,18,63.6,39,0,0,0,0,0,0,NA,37813
88318,ZCTA5 88318,131,59.6,264,0,0,0,31,7,10,NA,65000
88415,ZCTA5 88415,1932,41.1,3546,82,0,0,1636,27,19,541,37576
88048,ZCTA5 88048,1361,43.7,2561,0,0,0,2253,0,17,NA,36458
88124,ZCTA5 88124,539,47.3,1037,0,0,0,122,2,8,768,47727
88005,ZCTA5 88005,13327,38.6,27284,520,198,0,17223,232,79,697,45170
88118,ZCTA5 88118,184,30.7,336,0,0,0,76,0,2,NA,52188
88263,ZCTA5 88263,105,51.6,182,0,0,0,129,0,11,NA,103571
88007,ZCTA5 88007,11615,39.6,23350,288,79,0,14190,288,252,712,46875
88028,ZCTA5 88028,130,60.6,272,0,0,0,37,15,0,NA,30313
88032,ZCTA5 88032,165,36.4,252,0,0,0,198,0,0,NA,22553
88034,ZCTA5 88034,28,53.8,44,0,0,0,44,0,0,NA,NA
83709,ZCTA5 83709,28895,36.1,58541,1277,1886,302,4027,500,342,1110,72821
83713,ZCTA5 83713,15303,34,30688,700,1146,61,3104,119,226,1075,64557
83714,ZCTA5 83714,10471,45.1,21763,172,90,0,1832,155,230,892,53071
83716,ZCTA5 83716,8456,38.3,17076,357,1356,0,895,307,202,1190,91658
83802,ZCTA5 83802,138,25.7,205,31,0,0,3,15,0,692,35000
83803,ZCTA5 83803,575,33,1114,0,64,0,0,61,0,912,NA
83822,ZCTA5 83822,892,52.3,1837,0,20,0,23,76,7,643,35893
83864,ZCTA5 83864,8759,46.1,18035,33,79,32,663,303,132,951,53166
83824,ZCTA5 83824,123,45.8,282,0,0,0,0,6,0,383,31875
83839,ZCTA5 83839,585,59.2,1165,0,0,0,0,0,0,757,42476
83851,ZCTA5 83851,1021,41.8,1938,4,2,3,214,31,19,730,42000
83542,ZCTA5 83542,72,58.8,103,0,0,0,0,0,0,560,27250
83545,ZCTA5 83545,185,57.7,361,0,0,0,34,2,3,744,44167
83605,ZCTA5 83605,22946,30.1,46488,147,363,112,17676,495,180,752,45997
83548,ZCTA5 83548,69,34.3,127,0,0,0,8,3,0,NA,47250
83554,ZCTA5 83554,205,66.2,372,16,0,0,0,0,0,454,54643
83602,ZCTA5 83602,7,NA,7,0,0,0,0,0,0,NA,NA
83116,ZCTA5 83116,308,44.6,672,12,0,0,46,17,10,758,50385
79842,ZCTA5 79842,225,59,434,0,0,0,180,4,0,758,47353
79907,ZCTA5 79907,25353,35.5,53277,372,18,65,50947,566,273,697,31271
79567,ZCTA5 79567,1635,33.3,3352,41,12,0,1393,71,22,608,37151
79719,ZCTA5 79719,293,23.6,598,0,0,0,465,9,6,740,49375
79730,ZCTA5 79730,152,49.9,259,0,0,0,246,6,0,NA,44491
79756,ZCTA5 79756,4874,33.3,9678,559,67,0,5168,171,214,911,68891
79759,ZCTA5 79759,8,NA,16,0,0,0,0,0,0,NA,NA
79765,ZCTA5 79765,7198,30.8,14782,531,1285,0,6014,275,215,1425,96739
79109,ZCTA5 79109,21117,36.2,44352,2389,735,38,7645,410,441,789,57252
79225,ZCTA5 79225,517,38.7,1016,38,0,0,356,7,4,663,52222
79226,ZCTA5 79226,1422,38.7,2898,172,12,0,285,164,24,663,44714
79227,ZCTA5 79227,723,50.1,1431,25,0,0,288,56,14,455,46354
79234,ZCTA5 79234,11,76.5,24,0,0,0,0,0,0,NA,42500
79248,ZCTA5 79248,774,36.8,1597,243,0,0,396,7,16,363,33438
79251,ZCTA5 79251,5,76.2,15,0,0,0,0,0,0,NA,NA
79256,ZCTA5 79256,148,63.3,227,0,0,0,16,9,3,606,42679
79257,ZCTA5 79257,494,49.1,939,23,0,0,318,12,15,621,43583
79261,ZCTA5 79261,173,39.8,357,19,0,0,104,13,1,523,38194
79336,ZCTA5 79336,8514,32.9,17406,691,68,17,8774,207,248,701,47458
79339,ZCTA5 79339,3417,31.9,6658,515,37,0,3664,22,61,806,39808
79344,ZCTA5 79344,29,15.3,92,20,0,0,61,0,0,NA,NA
79124,ZCTA5 79124,4224,40,8805,62,628,23,1035,115,96,1044,81505
79062,ZCTA5 79062,98,38.4,190,0,0,0,59,2,1,NA,68125
79091,ZCTA5 79091,61,36.4,132,0,0,0,0,14,0,NA,34904
79237,ZCTA5 79237,192,58,403,0,2,0,24,7,0,588,30556
79244,ZCTA5 79244,392,29.4,855,19,0,0,208,7,0,625,44583
79346,ZCTA5 79346,1162,33.7,2248,71,0,0,1424,135,40,545,41042
79351,ZCTA5 79351,754,37.3,1427,8,38,0,710,10,0,696,53125
79749,ZCTA5 79749,158,41.6,363,0,0,2,52,0,0,447,79583
79755,ZCTA5 79755,75,52.4,111,0,0,0,58,12,0,707,45833
79764,ZCTA5 79764,11366,31,21685,616,85,50,14891,576,570,1034,53234
79788,ZCTA5 79788,296,31.8,556,6,0,0,166,26,0,680,54375
79789,ZCTA5 79789,387,29.5,783,5,0,0,270,14,13,740,71094
79849,ZCTA5 79849,6317,28.4,12780,15,28,0,12635,285,268,706,32279
79851,ZCTA5 79851,808,31.8,1428,46,21,0,1077,0,16,450,43500
79010,ZCTA5 79010,596,16.4,996,95,6,0,112,0,0,NA,NA
79036,ZCTA5 79036,2493,40.1,5135,16,14,13,589,136,50,740,54683
79781,ZCTA5 79781,164,29,266,3,0,0,30,0,0,680,43375
79785,ZCTA5 79785,39,52.7,77,0,6,0,57,0,5,NA,95625
79831,ZCTA5 79831,4,NA,4,0,0,0,0,0,0,NA,NA
79843,ZCTA5 79843,1202,38.3,2317,0,116,0,1525,0,23,825,39627
79355,ZCTA5 79355,938,34.7,1799,12,5,0,1054,51,20,813,64038
79356,ZCTA5 79356,3964,39.3,6100,272,137,0,3245,137,15,827,48472
79363,ZCTA5 79363,2636,34.8,5611,58,0,0,1749,33,113,822,59708
79376,ZCTA5 79376,17,30.5,32,0,0,0,0,0,0,NA,NA
79414,ZCTA5 79414,9230,28.9,18608,1335,328,22,7472,60,31,860,42823
79423,ZCTA5 79423,18826,34.1,38547,1594,509,36,12035,248,485,1020,68297
79424,ZCTA5 79424,22566,35.5,46174,1049,1276,0,8368,352,326,957,78303
79511,ZCTA5 79511,555,38.8,1165,1,0,0,222,52,3,733,53594
79517,ZCTA5 79517,119,35.3,203,0,0,0,33,13,0,NA,95263
79521,ZCTA5 79521,2046,38.8,3761,136,44,0,1081,117,34,534,47399
79530,ZCTA5 79530,255,53.7,484,2,0,0,67,9,0,NA,59148
79536,ZCTA5 79536,2354,44.3,4879,28,6,0,663,14,130,835,45250
79561,ZCTA5 79561,401,36.5,716,32,0,0,62,4,15,619,48906
79042,ZCTA5 79042,613,38,1046,10,0,0,96,12,1,709,40673
79043,ZCTA5 79043,764,32.6,1447,16,5,1,1183,22,31,642,42105
79032,ZCTA5 79032,45,28.7,76,0,0,0,46,14,0,NA,NA
79033,ZCTA5 79033,24,53.8,76,0,0,0,18,0,0,NA,NA
79011,ZCTA5 79011,98,54.5,188,0,0,0,20,6,0,NA,81250
79012,ZCTA5 79012,776,38.5,1341,0,0,0,22,16,49,NA,116250
79022,ZCTA5 79022,6390,34,11346,560,191,0,4175,49,18,779,57547
79031,ZCTA5 79031,741,34.5,1469,38,0,0,692,0,12,625,54306
79083,ZCTA5 79083,860,48.5,1827,15,14,0,394,50,28,818,41538
79239,ZCTA5 79239,109,65.5,206,20,0,0,72,18,0,NA,23438
79241,ZCTA5 79241,1102,37.2,2200,32,5,0,1330,37,24,711,51979
79316,ZCTA5 79316,5944,34.5,11333,634,0,0,6306,107,56,727,43724
79331,ZCTA5 79331,7029,32.5,12561,815,6,0,7180,222,79,619,43971
79350,ZCTA5 79350,219,29.7,422,0,0,0,224,0,3,733,47396
79357,ZCTA5 79357,1088,36.9,2166,49,14,0,1155,3,11,540,37917
79369,ZCTA5 79369,79,37.8,135,0,0,0,74,7,0,NA,34000
79410,ZCTA5 79410,5558,25,10160,352,203,0,2415,93,65,1132,40468
79416,ZCTA5 79416,16146,29.2,33796,2199,1176,0,10656,425,233,1048,53355
79519,ZCTA5 79519,24,74.1,40,0,0,0,0,0,0,NA,57656
79520,ZCTA5 79520,1022,37.1,2290,172,1,0,616,12,11,756,53333
79529,ZCTA5 79529,730,36.6,1476,44,3,0,541,6,45,546,46319
79534,ZCTA5 79534,50,63.1,83,0,0,0,16,0,0,NA,NA
79538,ZCTA5 79538,121,50.3,238,0,0,0,34,15,11,NA,54531
79553,ZCTA5 79553,1418,46.5,3305,113,0,0,1237,0,6,575,37819
79563,ZCTA5 79563,491,33.2,1175,10,7,35,296,10,18,841,40536
79565,ZCTA5 79565,104,44.5,203,0,0,0,15,9,1,NA,63000
79601,ZCTA5 79601,16636,31.2,27379,4158,436,2,6810,271,117,789,39364
79603,ZCTA5 79603,10822,32.6,23064,2456,348,0,10026,125,121,845,39586
79734,ZCTA5 79734,1060,53,2142,18,51,0,672,4,45,687,54097
79743,ZCTA5 79743,174,32,309,0,0,0,97,0,10,406,89063
79761,ZCTA5 79761,17437,30.8,33960,2194,330,32,20362,705,277,952,54791
79330,ZCTA5 79330,78,30,142,0,0,0,0,0,0,NA,NA
79252,ZCTA5 79252,1451,43,3004,242,0,0,495,4,16,560,40455
79322,ZCTA5 79322,974,42,1998,119,0,0,1074,54,19,624,35500
79325,ZCTA5 79325,1076,38.1,2361,13,0,0,967,0,3,694,54318
79353,ZCTA5 79353,28,25.2,52,0,0,0,0,0,0,NA,51250
79358,ZCTA5 79358,552,41.4,1088,6,0,0,290,1,17,696,55625
79378,ZCTA5 79378,117,47.3,276,6,0,0,101,11,2,1500,61667
79403,ZCTA5 79403,8791,32.6,18147,5228,34,6,8672,73,126,788,38891
79404,ZCTA5 79404,5368,36.2,10400,2381,29,0,5662,40,25,768,32254
79407,ZCTA5 79407,10559,31.7,22065,1228,731,0,6712,174,99,829,42281
79412,ZCTA5 79412,8032,30,16590,1622,152,45,10466,105,152,813,35852
79413,ZCTA5 79413,10165,33,22181,962,429,53,6673,118,243,1063,52521
79502,ZCTA5 79502,666,51.2,1272,48,0,0,256,27,2,499,46136
79504,ZCTA5 79504,1415,41,3204,18,19,0,512,41,8,587,47202
79505,ZCTA5 79505,163,42.8,287,1,0,0,38,0,0,716,38333
79607,ZCTA5 79607,2156,21.3,3268,449,163,0,482,0,0,1213,50455
79705,ZCTA5 79705,20486,33.3,41242,3308,757,6,15689,203,348,1273,86860
79706,ZCTA5 79706,12435,29.3,25919,309,59,13,12935,662,171,1190,76940
79739,ZCTA5 79739,678,36.2,1213,0,0,0,520,25,0,825,66696
79766,ZCTA5 79766,3837,28,6815,111,0,0,5493,115,132,961,53793
79835,ZCTA5 79835,5528,29.1,10810,12,0,29,10117,68,53,773,29827
79848,ZCTA5 79848,389,51.9,802,23,0,0,542,11,46,697,30313
79902,ZCTA5 79902,10046,39.2,20543,582,448,0,15904,134,122,613,32868
79904,ZCTA5 79904,16757,28.5,34461,2258,427,0,25472,205,191,821,35589
79847,ZCTA5 79847,129,39.4,156,0,0,0,0,0,0,2167,47431
79853,ZCTA5 79853,1243,28.8,2624,0,0,0,2583,41,63,490,33600
78624,ZCTA5 78624,10780,50.3,21945,3,42,0,4917,306,391,924,60020
78634,ZCTA5 78634,15040,33.5,30934,4055,452,0,9116,1452,310,1348,76468
78632,ZCTA5 78632,560,52.5,955,0,0,0,312,54,90,992,49919
78659,ZCTA5 78659,1524,42.8,3061,0,5,0,396,227,122,729,66196
78642,ZCTA5 78642,5528,36.2,11817,147,25,0,1349,443,213,916,97316
78626,ZCTA5 78626,15829,35.1,33626,2143,434,11,11178,1090,376,1091,66823
78636,ZCTA5 78636,1973,52.4,3722,2,133,0,651,229,43,825,64036
78643,ZCTA5 78643,3176,48.6,6265,22,9,0,984,152,129,813,55066
78652,ZCTA5 78652,2726,42.2,5504,238,50,17,1797,216,46,1346,82328
78681,ZCTA5 78681,28034,36,56959,3415,5416,23,13086,1277,366,1379,103681
78704,ZCTA5 78704,25320,33,48486,1852,1573,27,12323,692,143,1344,70511
78725,ZCTA5 78725,4172,35.1,7886,1437,102,0,4600,322,70,1504,65345
78739,ZCTA5 78739,10300,39.6,20312,623,2144,0,2908,343,97,2309,150000
78742,ZCTA5 78742,385,31.5,828,68,0,0,552,44,4,1067,38958
78834,ZCTA5 78834,4172,33.2,8549,4,375,0,7325,137,128,824,29778
78837,ZCTA5 78837,137,56.6,236,0,0,0,118,9,8,NA,NA
78941,ZCTA5 78941,1578,48.4,3143,154,0,0,921,34,39,659,55956
78944,ZCTA5 78944,286,57.7,537,70,0,0,46,12,3,1313,66488
78950,ZCTA5 78950,906,54.2,1785,250,0,0,164,0,38,NA,50217
78021,ZCTA5 78021,237,41.6,318,0,0,0,4,17,0,NA,NA
78003,ZCTA5 78003,4486,52.9,9539,49,15,0,1852,315,248,911,54932
78004,ZCTA5 78004,440,59.2,934,0,62,0,51,30,0,NA,96484
78012,ZCTA5 78012,171,45.5,321,0,0,0,223,18,2,NA,61786
78039,ZCTA5 78039,821,45.9,1747,11,0,0,714,42,24,573,64688
78043,ZCTA5 78043,21469,28.1,44838,97,329,33,43310,439,296,801,35474
78046,ZCTA5 78046,35471,24.6,70320,181,5,0,68455,845,593,832,35910
78050,ZCTA5 78050,276,45.1,444,0,0,0,444,0,0,NA,40644
78055,ZCTA5 78055,1010,46.3,1817,104,0,0,145,6,41,635,41068
78070,ZCTA5 78070,8508,47.5,16241,143,0,0,3655,1124,338,1250,81712
78006,ZCTA5 78006,15919,43.2,32931,293,100,51,7490,958,603,1148,80339
78008,ZCTA5 78008,88,62.3,220,0,0,0,138,0,0,NA,NA
78375,ZCTA5 78375,1833,45.1,2956,8,6,0,2606,30,136,679,46920
78340,ZCTA5 78340,271,59.8,440,9,0,0,95,8,2,675,52500
78371,ZCTA5 78371,150,42.9,271,0,0,0,260,6,12,648,63487
78372,ZCTA5 78372,2867,26.1,6174,50,0,0,3867,491,62,906,39496
78376,ZCTA5 78376,410,51.5,655,0,0,0,631,13,61,575,44375
78379,ZCTA5 78379,770,40.3,1471,0,6,0,813,11,20,1077,55714
78383,ZCTA5 78383,2009,53.4,3958,5,0,0,1184,215,5,636,62692
78389,ZCTA5 78389,801,43.5,1641,20,0,0,1129,95,14,894,35000
78391,ZCTA5 78391,78,29.5,244,0,0,0,211,12,0,NA,49750
78410,ZCTA5 78410,13577,35.2,28065,331,458,0,16276,93,240,1067,71939
78414,ZCTA5 78414,19076,33.8,39642,1400,2305,23,21232,193,330,1202,84199
78501,ZCTA5 78501,31129,33.8,63554,323,1097,64,55694,255,214,683,36618
78521,ZCTA5 78521,44522,29.1,92108,94,227,0,88583,727,408,708,30099
78526,ZCTA5 78526,22429,28.7,46799,632,713,12,42552,385,224,853,54587
78566,ZCTA5 78566,8996,29.2,18249,45,31,0,16025,68,61,741,41132
78593,ZCTA5 78593,3062,29.8,6008,0,0,0,5785,0,31,614,30909
78877,ZCTA5 78877,402,40.6,777,0,0,0,622,21,0,NA,16940
78840,ZCTA5 78840,24352,32.1,48143,719,304,31,39917,251,702,719,45732
78860,ZCTA5 78860,0,NA,23,0,0,0,23,0,0,NA,NA
78872,ZCTA5 78872,890,37.4,1647,0,0,0,1234,0,0,557,25208
78933,ZCTA5 78933,683,47.3,1294,0,74,0,200,49,86,NA,77607
78953,ZCTA5 78953,387,53.3,790,0,0,0,0,70,19,1368,73214
78954,ZCTA5 78954,510,60.7,1083,19,0,0,40,15,44,788,55000
78851,ZCTA5 78851,28,72,33,0,0,0,6,0,0,NA,85882
78852,ZCTA5 78852,28208,29.5,56838,312,269,32,54229,1387,796,663,38169
78880,ZCTA5 78880,974,47.6,1812,0,0,0,1085,36,0,460,38333
78883,ZCTA5 78883,91,71.2,285,0,0,0,26,0,0,NA,51196
78949,ZCTA5 78949,331,40.1,666,0,0,0,119,0,43,NA,64318
78959,ZCTA5 78959,1052,46.3,1894,117,8,0,1359,18,23,432,42181
78744,ZCTA5 78744,24829,29.4,48969,3871,565,0,36874,1539,435,1157,49633
78838,ZCTA5 78838,91,69.4,156,0,0,0,47,0,0,NA,38897
78748,ZCTA5 78748,25505,34.6,50997,3229,2427,10,18458,1914,337,1392,77700
78829,ZCTA5 78829,622,26.9,1274,0,0,0,1265,0,7,722,14077
78830,ZCTA5 78830,456,30.9,887,0,26,0,832,30,5,770,23958
78756,ZCTA5 78756,4114,35.6,8323,225,414,0,1185,75,30,1236,82705
78406,ZCTA5 78406,1179,34.3,2074,186,0,0,1573,0,5,1139,55396
78598,ZCTA5 78598,32,59.4,88,0,0,0,13,0,0,NA,NA
78657,ZCTA5 78657,2711,61.8,5792,66,32,0,779,247,55,1082,69139
78140,ZCTA5 78140,2003,33.6,3936,76,0,4,2904,123,27,832,54447
78221,ZCTA5 78221,20256,33.4,39523,339,528,44,33738,546,421,813,40029
78357,ZCTA5 78357,1288,29.3,2867,47,0,0,2135,105,33,722,46518
78570,ZCTA5 78570,17367,27.8,34608,86,0,0,33282,227,374,570,33390
78654,ZCTA5 78654,8848,43.5,18450,480,125,0,5465,559,106,838,56992
78028,ZCTA5 78028,19421,48,40447,738,345,20,10664,354,260,844,52472
78101,ZCTA5 78101,3019,45.5,6175,22,13,44,2077,79,168,938,79000
78102,ZCTA5 78102,17830,34.7,28662,2573,147,4,16897,551,61,909,41072
78119,ZCTA5 78119,5138,33.6,7672,1149,4,0,4642,121,81,623,47838
78152,ZCTA5 78152,1074,41.2,2174,0,0,4,295,52,19,1098,85375
78154,ZCTA5 78154,19798,35.8,40085,5011,1544,163,12629,698,378,1265,77985
78160,ZCTA5 78160,2423,44.4,4786,61,51,0,1328,271,119,884,58813
78164,ZCTA5 78164,1623,52.4,3287,57,0,0,964,24,88,695,44487
78204,ZCTA5 78204,5969,38.3,12211,125,83,0,10457,91,83,858,38784
78212,ZCTA5 78212,15015,37.3,29225,727,426,23,18320,298,84,817,45903
78215,ZCTA5 78215,1972,32.3,2974,62,78,0,1254,22,5,1387,64836
78217,ZCTA5 78217,16898,35.2,33960,4022,866,39,16158,299,425,925,46028
78226,ZCTA5 78226,3361,37.7,7109,141,0,0,6561,78,82,698,30228
78228,ZCTA5 78228,30051,34.1,62126,1323,451,32,54787,791,615,824,40779
78231,ZCTA5 78231,4087,45.5,8536,44,305,0,2631,112,122,1180,89683
78236,ZCTA5 78236,4674,20.4,6882,1287,280,157,1317,3,59,1750,76771
78237,ZCTA5 78237,19504,34.2,39349,855,110,0,37729,746,263,806,30003
78240,ZCTA5 78240,29525,31.8,59502,4328,6821,60,27434,810,435,1006,54430
78249,ZCTA5 78249,29598,27.9,59508,4835,4346,68,28245,638,438,1196,64657
78363,ZCTA5 78363,15281,27.6,29949,1025,689,0,22036,405,337,821,41333
78393,ZCTA5 78393,1084,45.9,2166,75,4,0,999,81,9,852,45573
78415,ZCTA5 78415,19874,34.9,40439,1595,125,0,33042,237,134,945,44975
78417,ZCTA5 78417,2464,31.4,4558,377,7,0,3963,144,13,708,47661
78504,ZCTA5 78504,27634,32.6,56000,789,2096,31,44696,439,353,868,65211
78545,ZCTA5 78545,306,27.6,572,0,0,0,572,0,0,NA,NA
78548,ZCTA5 78548,353,37.5,727,0,0,0,727,0,0,NA,NA
78565,ZCTA5 78565,61,45.2,112,0,0,0,47,0,0,NA,NA
78588,ZCTA5 78588,123,40.3,204,0,0,0,204,0,0,NA,39219
78594,ZCTA5 78594,740,34.8,1815,0,0,0,1707,0,0,NA,27629
78602,ZCTA5 78602,14754,41.3,27958,2023,408,0,7994,1271,223,936,63160
78607,ZCTA5 78607,14,76.7,41,0,0,0,0,0,0,NA,NA
78621,ZCTA5 78621,11735,35.6,23496,3358,153,0,9584,1009,210,891,62862
78640,ZCTA5 78640,28786,31.8,56645,2620,516,0,30821,3437,1036,1370,72474
78644,ZCTA5 78644,8933,39.3,18274,1127,385,0,8923,955,210,963,57135
78670,ZCTA5 78670,56,58.8,115,0,0,0,12,0,0,NA,65625
78731,ZCTA5 78731,12909,39.1,27175,457,2268,20,2834,114,55,1266,94048
78734,ZCTA5 78734,8970,46.1,18745,413,444,0,2564,770,220,1759,115458
78741,ZCTA5 78741,28918,28,52716,6658,2148,84,27707,1233,838,1082,41852
78746,ZCTA5 78746,13800,42.1,28495,253,2096,0,3894,195,146,1519,139951
78613,ZCTA5 78613,39321,35.1,79699,2375,7192,52,14991,2852,474,1355,101832
78615,ZCTA5 78615,675,33.7,1229,15,0,0,362,33,17,947,47500
78623,ZCTA5 78623,354,50.9,921,91,0,0,89,52,60,NA,82375
78754,ZCTA5 78754,11690,32.4,24408,4197,3336,114,9872,353,334,1204,67224
78705,ZCTA5 78705,16341,21,33948,2415,5192,17,6009,86,95,1238,19188
78759,ZCTA5 78759,21737,40,42524,1551,4722,14,5584,529,172,1260,81066
78563,ZCTA5 78563,68,56.9,190,0,0,0,122,0,0,NA,42833
78580,ZCTA5 78580,8322,32.1,14719,146,0,0,12976,230,65,588,28040
78133,ZCTA5 78133,9007,49.9,18398,144,112,0,3611,877,279,986,62637
78258,ZCTA5 78258,22520,37.2,46418,2148,4304,0,15366,351,294,1379,102425
78404,ZCTA5 78404,8999,39.2,18376,355,229,32,12617,312,156,880,42101
78639,ZCTA5 78639,4089,54.2,8409,8,185,0,918,298,55,839,47756
78628,ZCTA5 78628,16134,43.4,32946,920,261,43,6032,1373,354,1154,88564
78702,ZCTA5 78702,12211,33.4,23389,3580,469,3,9834,355,289,1159,59705
78745,ZCTA5 78745,31630,35.3,62771,3076,1655,0,25507,1732,491,1293,62265
78946,ZCTA5 78946,780,50.7,1247,443,0,0,0,38,33,935,47692
78374,ZCTA5 78374,8957,35.8,17885,242,266,32,6863,199,203,1256,70893
78009,ZCTA5 78009,4308,39.4,8620,92,61,0,4492,371,123,1036,54824
78066,ZCTA5 78066,372,20.9,640,0,0,0,317,22,22,NA,63494
78595,ZCTA5 78595,2599,26.5,6053,0,0,0,5970,169,44,545,26795
78672,ZCTA5 78672,588,64.6,1173,0,0,0,10,43,59,NA,41449
78109,ZCTA5 78109,19252,31.3,40011,9450,1239,27,16796,578,171,1216,68613
78029,ZCTA5 78029,0,NA,0,0,0,0,0,0,0,NA,NA
78044,ZCTA5 78044,267,43.4,456,0,0,0,426,0,0,NA,41750
78060,ZCTA5 78060,115,NA,115,0,0,0,0,31,0,NA,NA
78104,ZCTA5 78104,49,56.3,69,0,0,0,47,5,0,NA,65278
78150,ZCTA5 78150,27,NA,27,0,0,0,13,0,0,NA,NA
78162,ZCTA5 78162,262,31.7,404,0,0,0,98,3,17,2589,34779
78243,ZCTA5 78243,358,21.7,424,17,8,18,32,0,8,NA,NA
78335,ZCTA5 78335,0,NA,0,0,0,0,0,0,0,NA,NA
78341,ZCTA5 78341,1171,41,2107,0,0,0,2071,125,123,477,32614
78342,ZCTA5 78342,220,32.9,427,0,0,0,420,8,0,839,40446
78419,ZCTA5 78419,469,23.4,793,129,59,0,149,10,0,1680,56563
78535,ZCTA5 78535,393,32.3,747,0,0,0,594,0,0,820,48029
78063,ZCTA5 78063,5118,50.8,9591,15,44,0,1969,1069,270,876,54103
78057,ZCTA5 78057,350,41.4,588,0,0,0,439,0,0,NA,33875
78677,ZCTA5 78677,12,68.3,19,0,0,0,0,0,0,NA,NA
78712,ZCTA5 78712,395,19.7,860,132,18,0,209,0,0,NA,NA
78802,ZCTA5 78802,79,42.3,251,0,0,0,251,0,0,NA,NA
78843,ZCTA5 78843,423,23,577,41,0,0,47,0,0,NA,NA
78871,ZCTA5 78871,4,68.5,56,0,0,0,4,0,0,NA,NA
78931,ZCTA5 78931,115,62.8,253,0,0,0,0,9,30,NA,98889
78951,ZCTA5 78951,0,NA,0,0,0,0,0,0,0,NA,NA
78069,ZCTA5 78069,3107,31.6,6376,22,0,0,4929,134,60,691,48702
78132,ZCTA5 78132,14211,43.2,28620,769,195,16,5395,864,530,1097,101443
78732,ZCTA5 78732,8648,40.6,17849,273,2075,0,2778,310,76,1496,156599
78833,ZCTA5 78833,625,48.9,1536,0,0,0,428,0,22,642,30789
78218,ZCTA5 78218,17987,32.7,36359,5681,1385,17,20477,474,328,901,40921
78219,ZCTA5 78219,7342,33.1,16897,5141,459,0,7922,277,99,946,35847
78223,ZCTA5 78223,27781,33.4,55088,2300,322,0,44139,924,382,831,40434
78225,ZCTA5 78225,6504,33.7,13915,105,34,0,13251,294,76,797,32405
78227,ZCTA5 78227,24527,31.5,49907,2804,672,22,40911,882,513,869,40294
78239,ZCTA5 78239,14311,37.2,29255,5198,1027,39,14037,381,296,1156,60313
78254,ZCTA5 78254,27552,30.9,58540,3697,1615,320,32266,1831,338,1262,84447
78261,ZCTA5 78261,8632,34.3,17127,952,408,17,6534,655,259,1468,92442
78266,ZCTA5 78266,3275,44.5,6633,808,281,14,1093,146,52,1921,119529
78332,ZCTA5 78332,13674,34.6,28953,208,251,63,24602,1082,749,720,40827
78353,ZCTA5 78353,148,63,274,0,0,0,252,30,0,NA,31029
78503,ZCTA5 78503,10861,32.2,22034,415,457,51,20079,49,116,852,31915
78577,ZCTA5 78577,36307,28.5,77835,56,298,25,73223,597,646,750,39372
78932,ZCTA5 78932,248,50.1,555,0,0,0,55,1,47,723,61583
78885,ZCTA5 78885,53,51.6,86,0,0,0,14,0,0,NA,78438
78870,ZCTA5 78870,428,35.9,847,0,8,0,573,0,0,572,34432
78881,ZCTA5 78881,1034,38.3,2122,0,0,0,1130,63,70,718,33421
78884,ZCTA5 78884,483,48.3,1224,4,0,0,109,8,19,NA,56466
78934,ZCTA5 78934,3281,38.5,6394,649,3,0,1921,78,60,642,48549
79003,ZCTA5 79003,91,48,178,0,1,0,0,3,10,NA,71667
78935,ZCTA5 78935,653,53.2,1396,0,0,0,330,12,37,NA,67143
79908,ZCTA5 79908,3733,21.8,5907,1012,283,14,1580,0,0,1564,64096
79930,ZCTA5 79930,14255,35,28178,1483,377,0,23217,220,103,777,36584
79009,ZCTA5 79009,902,29.2,1728,17,25,0,1422,0,0,683,44196
79015,ZCTA5 79015,10800,31,22193,477,251,10,3776,374,211,809,68704
79019,ZCTA5 79019,875,46.7,1779,7,0,0,99,26,16,824,68214
79024,ZCTA5 79024,255,32.8,475,0,0,0,65,9,0,1010,63333
79034,ZCTA5 79034,331,34.9,585,1,4,0,91,6,11,704,60694
79035,ZCTA5 79035,2771,32.8,5177,77,0,24,3590,22,64,714,55089
79056,ZCTA5 79056,46,56.5,73,2,0,0,9,0,0,NA,75000
79064,ZCTA5 79064,1179,40.5,2382,42,0,0,1685,26,0,629,41827
79070,ZCTA5 79070,5077,31.3,10045,141,19,0,5517,187,235,788,49682
79078,ZCTA5 79078,125,51.3,249,8,7,0,31,0,0,625,84219
